timestamp,kind,country,as_of_date,horizon_days,predicted_revenue_next_30d,model_family,model_trained_at,drift_detected,duration_seconds,actual_revenue_next_30d,error,abs_pct_error
2026-07-24T21:20:23.127685+00:00,predict,EIRE,2019-08-20,30,4849.92,hist_gbm,2026-07-24T21:19:59.370226+00:00,False,0.037,3270.1000000000004,1579.8199999999997,48.31106082382801
2026-07-24T21:20:23.476811+00:00,predict,EIRE,2019-08-21,30,5274.06,hist_gbm,2026-07-24T21:17:57.397233+00:00,False,0.041,4007.3,1266.7600000000002,31.611309360417245
2026-07-24T21:21:02.874313+00:00,predict,EIRE,2019-08-22,30,4993.63,hist_gbm,2026-07-24T21:20:44.298542+00:00,False,0.182,4007.3,986.3299999999999,24.613330671524462
2026-07-24T21:21:04.253610+00:00,predict,EIRE,2019-08-23,30,4756.03,hist_gbm,2026-07-24T21:20:44.298542+00:00,False,0.018,3715.620000000001,1040.409999999999,28.000979648080232
2026-07-24T21:21:04.469499+00:00,predict,EIRE,2019-08-24,30,4737.89,hist_gbm,2026-07-24T21:20:44.298542+00:00,False,0.015,3991.230000000001,746.6599999999994,18.707516229332793
2026-07-24T21:21:04.689246+00:00,predict,EIRE,2019-08-25,30,3218.37,hist_gbm,2026-07-24T21:20:44.298542+00:00,False,0.018,4062.18,-843.81,20.77234391385906
2026-07-24T21:21:04.920570+00:00,predict,EIRE,2019-08-26,30,3860.45,hist_gbm,2026-07-24T21:20:44.298542+00:00,False,0.021,4600.469999999999,-740.0199999999995,16.08574776055489
2026-07-24T21:21:05.145255+00:00,predict,EIRE,2019-08-27,30,3518.72,hist_gbm,2026-07-24T21:20:44.298542+00:00,False,0.02,4577.389999999999,-1058.6699999999996,23.12824557225842
2026-07-24T21:21:05.377814+00:00,predict,EIRE,2019-08-28,30,3834.47,hist_gbm,2026-07-24T21:20:44.298542+00:00,False,0.017,4841.24,-1006.77,20.795705232543728
2026-07-24T21:21:43.275805+00:00,predict,EIRE,2019-08-29,30,3215.41,hist_gbm,2026-07-24T21:21:23.207661+00:00,False,0.169,4769.630000000001,-1554.2200000000012,32.58575612783383
2026-07-24T21:21:44.614964+00:00,predict,EIRE,2019-08-30,30,3781.64,hist_gbm,2026-07-24T21:21:23.207661+00:00,False,0.017,4644.8,-863.1600000000003,18.583362039269726
2026-07-24T21:21:44.919724+00:00,predict,EIRE,2019-08-31,30,2852.51,hist_gbm,2026-07-24T21:19:59.370226+00:00,False,0.017,4644.8,-1792.29,38.58702204615914
2026-07-24T21:21:45.196556+00:00,predict,EIRE,2019-09-01,30,5295.37,hist_gbm,2026-07-24T21:19:59.370226+00:00,True,0.015,4637.290000000001,658.079999999999,14.19104692611415
2026-07-24T21:21:45.406374+00:00,predict,EIRE,2019-09-02,30,5981.89,hist_gbm,2026-07-24T21:19:59.370226+00:00,False,0.015,4479.17,1502.7200000000003,33.549072707666824
2026-07-24T21:21:45.641868+00:00,predict,EIRE,2019-09-03,30,6272.04,hist_gbm,2026-07-24T21:19:59.370226+00:00,False,0.015,4319.15,1952.8900000000003,45.21468344465926
2026-07-24T21:21:45.891576+00:00,predict,EIRE,2019-09-04,30,6079.73,hist_gbm,2026-07-24T21:19:59.370226+00:00,False,0.046,3898.0299999999997,2181.7,55.96929731171899
2026-07-24T21:22:19.833421+00:00,predict,EIRE,2019-09-05,30,9679.39,hist_gbm,2026-07-24T21:22:02.688569+00:00,False,0.153,3514.61,6164.779999999999,175.40438341665217
2026-07-24T21:22:21.570941+00:00,predict,EIRE,2019-09-06,30,7006.08,hist_gbm,2026-07-24T21:22:02.688569+00:00,False,0.032,3475.31,3530.77,101.59582886131022
2026-07-24T21:22:22.108035+00:00,predict,EIRE,2019-09-07,30,7058.63,hist_gbm,2026-07-24T21:22:02.688569+00:00,False,0.019,3771.99,3286.6400000000003,87.13278667228705
2026-07-24T21:22:22.326638+00:00,predict,EIRE,2019-09-08,30,6975.52,hist_gbm,2026-07-24T21:22:02.688569+00:00,False,0.015,3946.2,3029.3200000000006,76.76549592012572
2026-07-24T21:22:22.671192+00:00,predict,EIRE,2019-09-09,30,7589.22,hist_gbm,2026-07-24T21:21:23.207661+00:00,False,0.016,4632.92,2956.3,63.810728439083775
2026-07-24T21:22:22.904190+00:00,predict,EIRE,2019-09-10,30,12695.16,hist_gbm,2026-07-24T21:21:23.207661+00:00,False,0.015,4632.92,8062.24,174.02070400524937
2026-07-24T21:22:23.145005+00:00,predict,EIRE,2019-09-11,30,8372.53,hist_gbm,2026-07-24T21:21:23.207661+00:00,False,0.016,4554.08,3818.4500000000007,83.84679232688053
2026-07-24T21:23:00.412242+00:00,predict,EIRE,2019-09-12,30,7599.78,hist_gbm,2026-07-24T21:22:41.657082+00:00,False,0.215,4380.580000000001,3219.199999999999,73.48798560921152
2026-07-24T21:23:01.750751+00:00,predict,EIRE,2019-09-13,30,7432.44,hist_gbm,2026-07-24T21:22:41.657082+00:00,False,0.02,4380.580000000001,3051.8599999999988,69.66794351432911
2026-07-24T21:23:01.991607+00:00,predict,EIRE,2019-09-14,30,7599.78,hist_gbm,2026-07-24T21:22:41.657082+00:00,False,0.04,4958.23,2641.55,53.27606827436404
2026-07-24T21:23:02.356986+00:00,predict,EIRE,2019-09-15,30,7443.88,hist_gbm,2026-07-24T21:22:41.657082+00:00,False,0.021,5152.1900000000005,2291.6899999999996,44.47992018927872
2026-07-24T21:23:02.701947+00:00,predict,EIRE,2019-09-16,30,8008.66,hist_gbm,2026-07-24T21:22:41.657082+00:00,False,0.037,5232.58,2776.08,53.05375168654851
2026-07-24T21:23:02.997224+00:00,predict,EIRE,2019-09-17,30,7866.33,hist_gbm,2026-07-24T21:22:41.657082+00:00,False,0.018,5247.339999999999,2618.9900000000007,49.910811954247315
2026-07-24T21:23:03.241375+00:00,predict,EIRE,2019-09-18,30,6845.51,hist_gbm,2026-07-24T21:22:41.657082+00:00,False,0.019,5197.739999999999,1647.7700000000013,31.70166264568835
2026-07-24T21:23:44.911569+00:00,predict,EIRE,2019-09-19,30,9684.34,hist_gbm,2026-07-24T21:23:22.917602+00:00,False,0.164,4958.969999999999,4725.370000000001,95.28934435981668
2026-07-24T21:23:46.217812+00:00,predict,EIRE,2019-09-20,30,12251.21,hist_gbm,2026-07-24T21:23:22.917602+00:00,False,0.016,4221.77,8029.439999999999,190.19131785957072
2026-07-24T21:23:46.461275+00:00,predict,EIRE,2019-09-21,30,12251.21,hist_gbm,2026-07-24T21:23:22.917602+00:00,False,0.018,4331.63,7919.579999999999,182.8314052677629
2026-07-24T21:23:46.800991+00:00,predict,EIRE,2019-09-22,30,12216.82,hist_gbm,2026-07-24T21:22:41.657082+00:00,False,0.021,4331.629999999999,7885.1900000000005,182.0374778085848
2026-07-24T21:23:47.034269+00:00,predict,EIRE,2019-09-23,30,12242.67,hist_gbm,2026-07-24T21:22:41.657082+00:00,False,0.022,4056.02,8186.65,201.83948797096662
2026-07-24T21:23:47.314243+00:00,predict,EIRE,2019-09-24,30,12493.03,hist_gbm,2026-07-24T21:22:41.657082+00:00,False,0.015,4004.52,8488.51,211.97322026110496
2026-07-24T21:23:47.540107+00:00,predict,EIRE,2019-09-25,30,12561.25,hist_gbm,2026-07-24T21:22:41.657082+00:00,False,0.016,3466.23,9095.02,262.38939712598415
2026-07-24T21:24:25.145374+00:00,predict,EIRE,2019-09-26,30,11321.35,hist_gbm,2026-07-24T21:24:06.436149+00:00,False,0.219,3466.23,7855.120000000001,226.61854522059994
2026-07-24T21:24:26.464397+00:00,predict,EIRE,2019-09-27,30,12030.53,hist_gbm,2026-07-24T21:24:06.436149+00:00,False,0.017,3317.88,8712.650000000001,262.59689922480624
2026-07-24T21:24:26.719425+00:00,predict,EIRE,2019-09-28,30,11829.14,hist_gbm,2026-07-24T21:24:06.436149+00:00,False,0.015,3463.8099999999995,8365.33,241.5066068866364
2026-07-24T21:24:27.056359+00:00,predict,EIRE,2019-09-29,30,11847.56,hist_gbm,2026-07-24T21:24:06.436149+00:00,False,0.034,3798.7799999999997,8048.78,211.87802399717805
2026-07-24T21:24:27.314297+00:00,predict,EIRE,2019-09-30,30,11489.75,hist_gbm,2026-07-24T21:24:06.436149+00:00,False,0.016,3815.5299999999997,7674.22,201.13116657449953
2026-07-24T21:24:27.554856+00:00,predict,EIRE,2019-10-01,30,10546.64,hist_gbm,2026-07-24T21:24:06.436149+00:00,False,0.017,3815.5299999999997,6731.11,176.41349956624637
2026-07-24T21:24:27.785407+00:00,predict,EIRE,2019-10-02,30,7935.75,hist_gbm,2026-07-24T21:24:06.436149+00:00,True,0.016,3820.4199999999996,4115.33,107.71930834829679
2026-07-24T21:25:06.542846+00:00,predict,EIRE,2019-10-03,30,2311.56,hist_gbm,2026-07-24T21:24:47.409878+00:00,True,0.149,3694.94,-1383.38,37.439850173480494
2026-07-24T21:25:07.917251+00:00,predict,EIRE,2019-10-04,30,6917.6,hist_gbm,2026-07-24T21:24:47.409878+00:00,True,0.018,3469.8399999999997,3447.7600000000007,99.36365941945454
2026-07-24T21:25:08.196366+00:00,predict,EIRE,2019-10-05,30,6824.62,hist_gbm,2026-07-24T21:24:47.409878+00:00,True,0.02,3739.0599999999995,3085.5600000000004,82.52234518836288
2026-07-24T21:25:08.492490+00:00,predict,EIRE,2019-10-06,30,7116.58,hist_gbm,2026-07-24T21:24:47.409878+00:00,True,0.018,3759.2500000000005,3357.3299999999995,89.30850568597457
2026-07-24T21:25:08.740814+00:00,predict,EIRE,2019-10-07,30,9056.41,hist_gbm,2026-07-24T21:24:47.409878+00:00,True,0.015,3513.7200000000003,5542.69,157.74421410926308
2026-07-24T21:25:08.945475+00:00,predict,EIRE,2019-10-08,30,8994.45,hist_gbm,2026-07-24T21:24:47.409878+00:00,True,0.015,3548.1800000000003,5446.27,153.49474942082983
2026-07-24T21:25:09.160782+00:00,predict,EIRE,2019-10-09,30,9619.78,hist_gbm,2026-07-24T21:24:47.409878+00:00,True,0.015,3190.52,6429.26,201.51135238143
2026-07-24T21:25:47.013240+00:00,predict,EIRE,2019-10-10,30,7403.92,hist_gbm,2026-07-24T21:25:29.392682+00:00,True,0.161,3190.52,4213.4,132.05997768388852
2026-07-24T21:25:48.376611+00:00,predict,EIRE,2019-10-11,30,7027.51,hist_gbm,2026-07-24T21:25:29.392682+00:00,True,0.017,3556.84,3470.67,97.57734393450366
2026-07-24T21:25:48.597519+00:00,predict,EIRE,2019-10-12,30,7104.6,hist_gbm,2026-07-24T21:25:29.392682+00:00,True,0.016,3671.03,3433.57,93.53151567816117
2026-07-24T21:25:48.834355+00:00,predict,EIRE,2019-10-13,30,7104.6,hist_gbm,2026-07-24T21:25:29.392682+00:00,True,0.015,4059.6600000000003,3044.94,75.00480335791667
2026-07-24T21:25:49.061021+00:00,predict,EIRE,2019-10-14,30,9639.22,hist_gbm,2026-07-24T21:25:29.392682+00:00,True,0.015,3711.1600000000003,5928.0599999999995,159.7360394054689
2026-07-24T21:25:49.281022+00:00,predict,EIRE,2019-10-15,30,10118.3,hist_gbm,2026-07-24T21:25:29.392682+00:00,True,0.015,3827.7300000000005,6290.569999999999,164.34205129410898
2026-07-24T21:25:49.506429+00:00,predict,EIRE,2019-10-16,30,9349.49,hist_gbm,2026-07-24T21:25:29.392682+00:00,True,0.017,3852.89,5496.6,142.66174222466773
2026-07-24T21:26:28.631677+00:00,predict,EIRE,2019-10-17,30,9841.13,hist_gbm,2026-07-24T21:26:07.718734+00:00,True,0.147,3528.98,6312.15,178.86613129006116
2026-07-24T21:26:29.953490+00:00,predict,EIRE,2019-10-18,30,10355.78,hist_gbm,2026-07-24T21:26:07.718734+00:00,True,0.015,3491.6400000000003,6864.14,196.58784983560733
2026-07-24T21:26:30.143306+00:00,predict,EIRE,2019-10-19,30,10186.49,hist_gbm,2026-07-24T21:26:07.718734+00:00,True,0.015,3631.0600000000004,6555.429999999999,180.53763914669543
2026-07-24T21:26:30.335389+00:00,predict,EIRE,2019-10-20,30,10796.25,hist_gbm,2026-07-24T21:26:07.718734+00:00,True,0.016,3959.1299999999997,6837.120000000001,172.69248547029275
2026-07-24T21:26:30.527314+00:00,predict,EIRE,2019-10-21,30,9546.48,hist_gbm,2026-07-24T21:26:07.718734+00:00,True,0.016,3941.9400000000005,5604.539999999999,142.1772020883118
2026-07-24T21:26:30.714380+00:00,predict,EIRE,2019-10-22,30,7602.0,hist_gbm,2026-07-24T21:26:07.718734+00:00,True,0.015,4024.3700000000003,3577.6299999999997,88.89913203805811
2026-07-24T21:26:30.934593+00:00,predict,EIRE,2019-10-23,30,6695.69,hist_gbm,2026-07-24T21:23:22.917602+00:00,True,0.017,4095.8900000000003,2599.7999999999993,63.473384294988364
2026-07-24T21:27:02.004606+00:00,predict,EIRE,2019-10-24,30,5047.19,hist_gbm,2026-07-24T21:26:47.286583+00:00,True,0.142,4076.44,970.7499999999995,23.813670751930594
2026-07-24T21:27:03.232664+00:00,predict,EIRE,2019-10-25,30,4539.35,hist_gbm,2026-07-24T21:26:47.286583+00:00,True,0.015,4165.02,374.3299999999999,8.987471848874673
2026-07-24T21:27:03.417912+00:00,predict,EIRE,2019-10-26,30,4677.55,hist_gbm,2026-07-24T21:26:47.286583+00:00,True,0.016,4511.53,166.02000000000044,3.6799045999915867
2026-07-24T21:27:03.602825+00:00,predict,EIRE,2019-10-27,30,4890.0,hist_gbm,2026-07-24T21:26:47.286583+00:00,True,0.015,4396.03,493.97000000000025,11.236729503665813
2026-07-24T21:27:03.800062+00:00,predict,EIRE,2019-10-28,30,5095.1,hist_gbm,2026-07-24T21:26:47.286583+00:00,True,0.015,4596.05,499.0500000000002,10.858236964349825
2026-07-24T21:27:04.016310+00:00,predict,EIRE,2019-10-29,30,5219.5,hist_gbm,2026-07-24T21:26:47.286583+00:00,True,0.015,4557.36,662.1400000000003,14.529025576210797
2026-07-24T21:27:04.196513+00:00,predict,EIRE,2019-10-30,30,7404.97,hist_gbm,2026-07-24T21:26:47.286583+00:00,True,0.015,4540.61,2864.3600000000006,63.08315402556046
2026-07-24T21:27:33.609242+00:00,predict,EIRE,2019-10-31,30,6844.34,hist_gbm,2026-07-24T21:26:07.718734+00:00,True,0.036,4540.61,2303.7300000000005,50.7361345722271
2026-07-24T21:27:33.834734+00:00,predict,EIRE,2019-11-01,30,5305.04,hist_gbm,2026-07-24T21:26:07.718734+00:00,True,0.016,4585.34,719.6999999999998,15.695673603266055
2026-07-24T21:27:34.051488+00:00,predict,EIRE,2019-11-02,30,5336.7,hist_gbm,2026-07-24T21:26:07.718734+00:00,True,0.025,4697.139999999999,639.5600000000004,13.615945021864379
2026-07-24T21:27:34.233863+00:00,predict,EIRE,2019-11-03,30,5266.67,hist_gbm,2026-07-24T21:26:07.718734+00:00,True,0.015,4697.14,569.5299999999997,12.125037788952419
2026-07-24T21:27:34.416296+00:00,predict,EIRE,2019-11-04,30,3376.56,hist_gbm,2026-07-24T21:26:07.718734+00:00,True,0.015,4966.610000000001,-1590.0500000000006,32.01479479967222
2026-07-24T21:27:34.598810+00:00,predict,EIRE,2019-11-05,30,3444.41,hist_gbm,2026-07-24T21:26:07.718734+00:00,True,0.015,5165.08,-1720.67,33.31352079735454
2026-07-24T21:18:36.470968+00:00,predict,France,2019-08-01,30,3534.22,hist_gbm,2026-07-24T21:17:57.397233+00:00,True,16.437,1815.6299999999999,1718.59,94.65529871174193
2026-07-24T21:18:40.502053+00:00,predict,France,2019-08-02,30,3240.94,hist_gbm,2026-07-24T21:17:57.397233+00:00,True,0.02,1865.56,1375.38,73.72477969081672
2026-07-24T21:18:40.795195+00:00,predict,France,2019-08-03,30,3285.51,hist_gbm,2026-07-24T21:17:57.397233+00:00,True,0.033,2024.54,1260.9700000000003,62.28427198277141
2026-07-24T21:18:41.211375+00:00,predict,France,2019-08-04,30,3337.64,hist_gbm,2026-07-24T21:17:57.397233+00:00,True,0.018,2024.5400000000002,1313.0999999999997,64.85917788732253
2026-07-24T21:18:42.165824+00:00,predict,France,2019-08-05,30,3958.1,hist_gbm,2026-07-24T21:17:57.397233+00:00,True,0.626,2346.26,1611.8399999999997,68.69826873407038
2026-07-24T21:18:43.441191+00:00,predict,France,2019-08-06,30,4521.04,hist_gbm,2026-07-24T21:17:57.397233+00:00,True,0.018,2564.53,1956.5099999999998,76.29117226158398
2026-07-24T21:18:43.987101+00:00,predict,France,2019-08-07,30,4516.75,hist_gbm,2026-07-24T21:17:57.397233+00:00,True,0.023,2836.2999999999997,1680.4500000000003,59.2479638966259
2026-07-24T21:19:31.224572+00:00,predict,France,2019-08-08,30,4345.43,hist_gbm,2026-07-24T21:19:09.146776+00:00,True,0.177,2836.2999999999997,1509.1300000000006,53.20770017276031
2026-07-24T21:19:32.636857+00:00,predict,France,2019-08-09,30,4493.36,hist_gbm,2026-07-24T21:19:09.146776+00:00,True,0.024,2772.6,1720.7599999999998,62.06304551684339
2026-07-24T21:19:33.247985+00:00,predict,France,2019-08-10,30,4415.48,hist_gbm,2026-07-24T21:17:57.397233+00:00,True,0.025,2772.6,1642.8799999999997,59.25412969775661
2026-07-24T21:19:33.549640+00:00,predict,France,2019-08-11,30,4439.8,hist_gbm,2026-07-24T21:19:09.146776+00:00,True,0.021,2761.9599999999996,1677.8400000000006,60.74816434705792
2026-07-24T21:19:33.959963+00:00,predict,France,2019-08-12,30,4243.51,hist_gbm,2026-07-24T21:17:57.397233+00:00,True,0.021,2639.9199999999996,1603.5900000000006,60.74388617836908
2026-07-24T21:19:34.402905+00:00,predict,France,2019-08-13,30,4273.85,hist_gbm,2026-07-24T21:19:09.146776+00:00,True,0.02,2848.6299999999997,1425.2200000000007,50.031769657695136
2026-07-24T21:19:34.661334+00:00,predict,France,2019-08-14,30,4410.31,hist_gbm,2026-07-24T21:19:09.146776+00:00,True,0.017,2799.1,1611.2100000000005,57.56171626594264
2026-07-24T21:20:21.195656+00:00,predict,France,2019-08-15,30,4187.12,hist_gbm,2026-07-24T21:19:59.370226+00:00,True,0.167,2649.53,1537.5899999999997,58.0325567176065
2026-07-24T21:20:22.241343+00:00,predict,France,2019-08-16,30,4187.12,hist_gbm,2026-07-24T21:19:59.370226+00:00,True,0.015,2573.2099999999996,1613.9100000000003,62.71971584130329
2026-07-24T21:20:22.478781+00:00,predict,France,2019-08-17,30,4225.04,hist_gbm,2026-07-24T21:19:59.370226+00:00,True,0.015,3007.28,1217.7599999999998,40.493735202575074
2026-07-24T21:20:22.699519+00:00,predict,France,2019-08-18,30,3083.67,hist_gbm,2026-07-24T21:19:59.370226+00:00,True,0.017,2950.1000000000004,133.5699999999997,4.52764313074132
2026-07-24T21:20:22.926549+00:00,predict,France,2019-08-19,30,3728.31,hist_gbm,2026-07-24T21:19:59.370226+00:00,True,0.015,3118.9200000000005,609.3899999999994,19.538494094109478
2026-07-24T21:20:23.172317+00:00,predict,France,2019-08-20,30,3714.65,hist_gbm,2026-07-24T21:19:59.370226+00:00,True,0.017,3296.9300000000007,417.71999999999935,12.669968728483749
2026-07-24T21:20:23.569051+00:00,predict,France,2019-08-21,30,3520.69,hist_gbm,2026-07-24T21:17:57.397233+00:00,True,0.029,3306.450000000001,214.23999999999887,6.479456819247193
2026-07-24T21:21:03.234469+00:00,predict,France,2019-08-22,30,3048.05,hist_gbm,2026-07-24T21:20:44.298542+00:00,True,0.188,2995.390000000001,52.6599999999994,1.7580348468813538
2026-07-24T21:21:04.294079+00:00,predict,France,2019-08-23,30,3048.05,hist_gbm,2026-07-24T21:20:44.298542+00:00,True,0.017,3050.1700000000005,-2.1200000000003456,0.06950432270989305
2026-07-24T21:21:04.513106+00:00,predict,France,2019-08-24,30,3083.62,hist_gbm,2026-07-24T21:20:44.298542+00:00,True,0.018,3055.170000000001,28.44999999999891,0.9312084106612365
2026-07-24T21:21:04.727371+00:00,predict,France,2019-08-25,30,2859.21,hist_gbm,2026-07-24T21:20:44.298542+00:00,False,0.015,3119.2700000000004,-260.0600000000004,8.33720710294397
2026-07-24T21:21:04.960877+00:00,predict,France,2019-08-26,30,2949.28,hist_gbm,2026-07-24T21:20:44.298542+00:00,False,0.016,3220.2500000000005,-270.97000000000025,8.414564086639242
2026-07-24T21:21:05.190097+00:00,predict,France,2019-08-27,30,2974.96,hist_gbm,2026-07-24T21:20:44.298542+00:00,False,0.018,3452.68,-477.7199999999998,13.836208394638364
2026-07-24T21:21:05.428057+00:00,predict,France,2019-08-28,30,2921.12,hist_gbm,2026-07-24T21:20:44.298542+00:00,False,0.026,3393.72,-472.5999999999999,13.925721627005172
2026-07-24T21:21:43.579445+00:00,predict,France,2019-08-29,30,2610.93,hist_gbm,2026-07-24T21:21:23.207661+00:00,False,0.143,3393.72,-782.79,23.065839256037624
2026-07-24T21:21:44.654296+00:00,predict,France,2019-08-30,30,2579.34,hist_gbm,2026-07-24T21:21:23.207661+00:00,True,0.017,3267.4199999999996,-688.0799999999995,21.058817048313337
2026-07-24T21:21:44.958299+00:00,predict,France,2019-08-31,30,2914.73,hist_gbm,2026-07-24T21:19:59.370226+00:00,True,0.016,3445.2899999999995,-530.5599999999995,15.399574491552222
2026-07-24T21:21:45.233589+00:00,predict,France,2019-09-01,30,2467.04,hist_gbm,2026-07-24T21:19:59.370226+00:00,True,0.015,3364.3599999999997,-897.3199999999997,26.67134313807083
2026-07-24T21:21:45.446553+00:00,predict,France,2019-09-02,30,2512.4,hist_gbm,2026-07-24T21:19:59.370226+00:00,True,0.016,3653.0999999999995,-1140.6999999999994,31.225534477566985
2026-07-24T21:21:45.681195+00:00,predict,France,2019-09-03,30,2500.12,hist_gbm,2026-07-24T21:19:59.370226+00:00,True,0.017,3715.3999999999996,-1215.2799999999997,32.70926414383377
2026-07-24T21:21:45.928709+00:00,predict,France,2019-09-04,30,2486.8,hist_gbm,2026-07-24T21:19:59.370226+00:00,True,0.016,3482.1199999999994,-995.3199999999993,28.583736344525732
2026-07-24T21:22:20.152641+00:00,predict,France,2019-09-05,30,1916.5,hist_gbm,2026-07-24T21:22:02.688569+00:00,True,0.152,3263.85,-1347.35,41.28100249705103
2026-07-24T21:22:21.649250+00:00,predict,France,2019-09-06,30,1946.05,hist_gbm,2026-07-24T21:22:02.688569+00:00,True,0.033,2970.98,-1024.93,34.498044416320546
2026-07-24T21:22:22.155225+00:00,predict,France,2019-09-07,30,1995.42,hist_gbm,2026-07-24T21:22:02.688569+00:00,True,0.018,3057.42,-1062.0,34.735168867868985
2026-07-24T21:22:22.458676+00:00,predict,France,2019-09-08,30,1963.55,hist_gbm,2026-07-24T21:21:23.207661+00:00,True,0.105,3778.59,-1815.0400000000002,48.03484897805795
2026-07-24T21:22:22.710157+00:00,predict,France,2019-09-09,30,1972.66,hist_gbm,2026-07-24T21:21:23.207661+00:00,True,0.015,3962.8,-1990.14,50.22055112546684
2026-07-24T21:22:22.941445+00:00,predict,France,2019-09-10,30,1972.66,hist_gbm,2026-07-24T21:21:23.207661+00:00,True,0.015,3992.42,-2019.76,50.58986779948002
2026-07-24T21:22:23.187330+00:00,predict,France,2019-09-11,30,2050.62,hist_gbm,2026-07-24T21:21:23.207661+00:00,True,0.019,4066.16,-2015.54,49.568634780726775
2026-07-24T21:23:00.736274+00:00,predict,France,2019-09-12,30,1824.26,hist_gbm,2026-07-24T21:22:41.657082+00:00,True,0.169,3857.4500000000003,-2033.1900000000003,52.70813620396895
2026-07-24T21:23:01.787776+00:00,predict,France,2019-09-13,30,1852.21,hist_gbm,2026-07-24T21:22:41.657082+00:00,True,0.016,3853.2,-2000.9899999999998,51.93060313505657
2026-07-24T21:23:02.074870+00:00,predict,France,2019-09-14,30,1872.24,hist_gbm,2026-07-24T21:22:41.657082+00:00,True,0.016,3854.2599999999998,-1982.0199999999998,51.424138485727475
